Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,sign_activity,mofa_weights
APP,2,0,1,0,1,1,1,1,2.2538359851577954
CAV1,3,0,1,0,1,0.5,1,1,2.5482454200585973
CCNA2,1,0,0,1,-1,1,-1,-1,NA
CCNE1,1,0,0,1,-1,1,-1,-1,NA
CDK2,1,0,0,1,-1,1,-1,-1,NA
CHUK,1,0,0,1,-1,1,-1,-1,NA
CREBBP,0,0,0,1,-1,0,-1,-1,NA
CTCF,1,0,1,0,1,1,1,1,6.348663067645258
CTNNB1,0,0,0,1,-1,0,-1,-1,NA
EGFR,3,0,1,0,1,1,1,1,1.4011488560276288
FOSL1,1,0,1,0,1,1,1,1,5.904096979570688
FOSL2,1,0,1,0,1,1,1,1,8.528610779063825
HRAS,2,0,1,0,1,1,1,1,2.288820271814524
ID2,0,0,0,1,-1,0,-1,-1,NA
IKBKB,0,0.8,0,0.2,-0.2,0,-0.2,-1,NA
ITGAV,3,0,1,0,1,1,1,1,2.638047148742996
ITGB1,3,0,1,0,1,1,1,1,3.605959078391144
JUN,1,0,1,0,1,1,1,1,6.289921481510688
KITLG,1,0,1,0,1,1,1,1,NA
MAP2K1,1,0,1,0,1,1,1,1,NA
MYB,1,0,0,1,-1,1,-1,-1,-0.9380213849063682
MYC,1,0,0,1,-1,1,-1,-1,-5.155864131816764
NCOA2,1,0,0,1,-1,1,-1,-1,-1.08618717657381
NFE2L2,1,0,1,0,1,1,1,1,3.8558189630713806
NFKB1,1,0,1,0,1,1,1,1,6.341658130739368
NOTCH1,3,0,0,1,-1,1,-1,-1,-0.705752569760374
NOTCH2,3,0,1,0,1,1,1,1,2.160784246933112
NR3C1,1,0,1,0,1,1,1,1,4.267822370959261
PAX8,1,0,0,1,-1,1,-1,-1,NA
PCNA,1,0,0,1,-1,1,-1,-1,NA
PIK3R1,1,0,1,0,1,1,1,1,NA
PRKDC,1,0,1,0,1,1,1,1,NA
PTK2,1,0,1,0,1,1,1,1,NA
PTPN1,1,0,1,0,1,1,1,1,NA
RB1,1,0,1,0,1,1,1,1,NA
RELB,1,0,1,0,1,1,1,1,6.200429531628194
SMAD3,3,0,1,0,1,1,1,1,2.443357233087656
SMAD3,3,0,1,0,1,1,1,1,6.250711166096205
SMAD4,1,0,1,0,1,1,1,1,4.519349452893868
STAT1,1,0,1,0,1,1,1,1,10.813445240222029
STAT3,1,0,1,0,1,1,1,1,7.911350863970297
STAT5B,1,0,1,0,1,1,1,1,5.025612229591523
TCF12,1,0,1,0,1,1,1,1,5.156408766618424
TFDP1,1,0,0,1,-1,1,-1,-1,-1.664344874768788
TGFB1,2,0,1,0,1,1,1,1,2.307016516662077
THBS1,2,0,1,0,1,1,1,1,1.8528892236533885
TNK2,1,0,1,0,1,1,1,1,NA
ZMIZ1,1,0,0,1,-1,1,-1,-1,NA
